id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
13713143,Verona's  Victorian Charm (# 2)  M314 SPECIAL $155,32532791,2015-05-03,"Boston, Massachusetts, United States",within an hour,100.0,91.0,f,37.0,"['email', 'phone', 'reviews']",t,f,South End,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",170.0,25.0,1.0,0.0,3.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,strict,f,f,20.0,1.9709084
1277618,Idyllic South End Brownstone - 1BR,6953578,2013-06-17,"Boston, Massachusetts, United States",,94.98908,84.17309,f,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",170.0,50.0,2.0,50.0,3.0,1125.0,5.0,84.0,7.0,7.0,10.0,10.0,10.0,7.0,f,f,strict,f,f,1.0,0.13
9731479,Penthouse South End with roof deck,19013294,2014-07-28,"Boston, Massachusetts, United States",within an hour,100.0,100.0,f,3.0,"['email', 'phone', 'reviews']",t,f,South End,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",195.0,50.0,2.0,30.0,2.0,1125.0,35.0,94.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,1.0,4.98
1899770,Stay in the heart of the South End,2120544,2012-04-11,"Boston, Massachusetts, United States",,94.98908,84.17309,f,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",125.0,40.0,1.0,0.0,2.0,10.0,7.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,strict,f,f,1.0,0.68
13707814,Quiet 2 bedroom South End Condo,56744818,2016-01-30,US,within an hour,100.0,70.0,f,1.0,"['email', 'phone', 'reviews']",t,f,South End,Condominium,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",250.0,60.0,3.0,50.0,2.0,1125.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1.0,1.13
2916208,BOSTON in Trendy South End,14892598,2014-04-29,"Boston, Massachusetts, United States",within an hour,100.0,100.0,f,1.0,"['email', 'phone', 'reviews']",t,f,South End,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",100.0,68.38014,1.0,0.0,30.0,1125.0,26.0,92.0,10.0,9.0,9.0,10.0,9.0,9.0,f,f,moderate,f,f,1.0,0.91
8082512,"Columbus Ave By Maverick,ThirtyFour",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",137.0,225.0,1.0,0.0,7.0,1125.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,50.0,0.09
8403945,"Columbus By Maverick, ThirtyThree",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",137.0,225.0,1.0,0.0,7.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,strict,f,f,50.0,1.9709084
8686165,Stylish South End 1BR by Flatbook,12243051,2014-02-14,"Montreal, Quebec, Canada",within a few hours,71.0,98.0,f,363.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",199.0,95.0,2.0,10.0,3.0,1125.0,14.0,91.0,10.0,10.0,9.0,9.0,9.0,9.0,f,t,strict,f,f,58.0,1.33
4750791,South End St George: by Spare Suite,508268,2011-04-14,"Boston, Massachusetts, United States",within a few hours,100.0,87.0,t,12.0,"['email', 'phone', 'reviews']",t,f,South End,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",239.0,68.38014,2.0,25.0,3.0,89.0,16.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,12.0,0.91
8846202,South End Brownstone 1bd/1ba,2405780,2012-05-18,"Boston, Massachusetts, United States",within a day,92.0,93.0,f,1.0,"['email', 'phone', 'reviews']",t,f,South End,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",185.0,75.0,1.0,25.0,3.0,1125.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,1.0,1.74
2292495,furnished 1 bed apartment copley #5,9653086,2013-10-27,"Boston, Massachusetts, United States",within a few hours,100.0,75.0,f,11.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",175.0,125.0,1.0,0.0,1.0,1125.0,27.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,6.0,1.12
13171246,"Charming, Sunny, Convenient 2BR in the South End!",558997,2011-05-05,"Boston, Massachusetts, United States",within a day,100.0,67.0,f,1.0,"['email', 'phone', 'reviews']",t,f,South End,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",200.0,40.0,1.0,0.0,2.0,1125.0,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1.0,1.43
1489289,Spacious S. End 1BD Brownstone,7964081,2013-08-05,"Boston, Massachusetts, United States",within an hour,100.0,86.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",175.0,25.0,1.0,0.0,1.0,1125.0,39.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,1.0,1.61
14591627,Private & Spacious South End Suite,90491687,2016-08-17,"Boston, Massachusetts, United States",within an hour,100.0,100.0,f,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,South End,Condominium,Private room,3.0,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",125.0,30.0,2.0,20.0,1.0,90.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1.0,4.0
12384469,"South End, sunny, quiet, 1 bedroom condo",10757098,2013-12-22,"Marshfield, Massachusetts, United States",within a few hours,100.0,100.0,f,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",150.0,50.0,2.0,50.0,5.0,120.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1.0,0.79
8206536,"Columbus By Maverick, TwentyFive",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",150.0,225.0,1.0,0.0,7.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,strict,f,f,50.0,1.9709084
9933886,Basic full size room,51060208,2015-12-11,"Boston, Massachusetts, United States",within a day,90.0,76.0,f,1.0,"['email', 'phone', 'reviews']",t,f,South End,Dorm,Private room,2.0,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Elevator in Building"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",75.0,68.38014,1.0,0.0,1.0,1125.0,23.0,83.0,8.0,9.0,9.0,9.0,9.0,8.0,f,f,flexible,f,f,1.0,3.35
7205210,South End Stunner w/ City Views,37726868,2015-07-06,"Boston, Massachusetts, United States",within an hour,100.0,100.0,t,1.0,"['email', 'phone', 'reviews']",t,f,South End,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",200.0,68.38014,2.0,25.0,1.0,1125.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1.0,0.81
13318173,Renovated 2BR Condo with Private Back Deck,75303372,2016-06-01,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,f,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",275.0,68.38014,2.0,25.0,2.0,5.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,flexible,f,f,1.0,2.41
8992733,"BUMC room, South End",46973308,2015-10-19,US,,94.98908,84.17309,f,1.0,"['email', 'phone']",t,f,South End,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Doorman,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Lock on Bedroom Door""}",120.0,68.38014,1.0,0.0,1.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,flexible,f,f,1.0,1.9709084
5783197,Quiet & Charm in Boston's South End,4552954,2013-01-02,"Boston, Massachusetts, United States",within a few hours,100.0,83.0,t,3.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,5.0,2.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",600.0,68.38014,4.0,0.0,3.0,1125.0,35.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,3.0,2.08
7796658,Private room in swank urban loft,2064438,2012-04-03,"Boston, Massachusetts, United States",within a day,100.0,100.0,f,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",125.0,15.0,1.0,0.0,1.0,1125.0,10.0,94.0,9.0,9.0,9.0,10.0,9.0,9.0,f,f,flexible,f,f,2.0,0.77
11588543,Sunny South End Brownstone,16681075,2014-06-11,"Somerville, Massachusetts, United States",within an hour,100.0,100.0,t,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",265.0,55.0,3.0,35.0,2.0,1125.0,42.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1.0,7.16
1275498,"Parlor Retreat, South End studio",5430185,2013-03-12,"Brookline, Massachusetts, United States",within an hour,100.0,100.0,t,6.0,"['phone', 'facebook', 'reviews', 'jumio']",t,f,South End,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",160.0,200.0,2.0,40.0,32.0,1125.0,15.0,89.0,9.0,10.0,9.0,9.0,10.0,9.0,f,f,strict,f,t,4.0,0.4
8025718,"Columbus Avenue By Maverick, Six",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",155.0,225.0,1.0,0.0,7.0,1125.0,3.0,93.0,9.0,10.0,9.0,10.0,10.0,9.0,f,f,strict,f,f,50.0,0.25
7476340,"Columbus By Maverick, FortyFour",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",137.0,225.0,1.0,0.0,7.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,strict,f,f,50.0,1.9709084
4879702,Modern Duplex in South End,4776690,2013-01-20,"Boston, Massachusetts, United States",within an hour,100.0,94.0,f,4.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",99.0,75.0,2.0,25.0,2.0,1125.0,20.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,4.0,1.39
225224,4th floor office room  ,85770,2010-02-26,"Boston, Massachusetts, United States",within a few hours,100.0,96.0,f,5.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,House,Private room,1.0,1.2216465,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector""}",98.0,10.0,1.0,0.0,1.0,365.0,184.0,91.0,9.0,8.0,10.0,9.0,10.0,9.0,f,f,moderate,f,f,5.0,3.09
7694559,"Columbus Ave By Maverick, ThirtyTwo",22348222,2014-10-09,"Middlesex County, Massachusetts, United States",within a few hours,100.0,91.0,f,52.0,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",150.0,225.0,1.0,0.0,7.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,strict,f,f,50.0,1.9709084
12253029,Sunny Studio in Heart of South End,42868503,2015-08-29,"Boston, Massachusetts, United States",within a day,80.0,55.0,f,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",125.0,45.0,1.0,0.0,1.0,1125.0,8.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1.0,1.68
7714627,Beautiful South End Penthouse!,20627610,2014-08-27,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,t,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",235.0,70.0,2.0,15.0,2.0,1125.0,66.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1.0,5.34
12890156,Spacious Southend Back Bay Apt,38438502,2015-07-14,"Charleston, South Carolina, United States",within a day,68.0,73.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",149.0,20.0,3.0,20.0,1.0,3.0,13.0,92.0,10.0,8.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,1.0,3.64
5074924,Sunny studio in Back Bay/So. End,814298,2011-07-13,"Boston, Massachusetts, United States",within a few hours,98.0,66.0,f,22.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",100.0,75.0,1.0,0.0,2.0,1125.0,55.0,84.0,9.0,9.0,10.0,9.0,10.0,9.0,f,f,strict,f,f,19.0,3.08
2372987,New 1 Bed Flat - South End,814298,2011-07-13,"Boston, Massachusetts, United States",within a few hours,98.0,66.0,f,22.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",164.0,100.0,1.0,0.0,3.0,365.0,39.0,86.0,9.0,10.0,9.0,9.0,9.0,9.0,f,f,strict,f,f,19.0,1.26
7368611,South End townhouse apt with deck,38611099,2015-07-15,US,within a few hours,100.0,100.0,f,2.0,"['email', 'phone', 'reviews']",t,f,South End,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Paid Parking Off Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",185.0,80.0,2.0,35.0,2.0,30.0,37.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,2.0,3.06
3601030,Luxury South End Apartment ,3689882,2012-09-27,"Tel-Aviv, Israel ",within an hour,100.0,100.0,t,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",250.0,95.0,1.0,0.0,3.0,1125.0,77.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1.0,3.06
9841645,Newly renovated South End gem,18683719,2014-07-22,"Boston, Massachusetts, United States",,94.98908,84.17309,f,1.0,"['email', 'phone', 'reviews']",t,f,South End,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",100.0,30.0,1.0,0.0,1.0,1125.0,0.0,91.916664,9.431571,9.258041,9.646293,9.646548,9.414042,9.168235,f,f,flexible,f,f,1.0,1.9709084
14414330,Beautiful South End Brownstone Apartment,56983370,2016-02-01,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",275.0,68.38014,1.0,0.0,1.0,1125.0,1.0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,f,f,flexible,f,f,1.0,1.0
